,0,1,2,3,4,5,6,7,8,9,10
316,s6316,Movie,Birthmarked,Emanuel Hoss-Desmarais,"Toni Collette, Matthew Goode, Andreas Apergis, Michael Smiley, Fionnula Flanagan, Suzanne Clément, Jordan Poole, Megan O'Kelly, Anton Gillis-Adelman, Tyrone Benskin, Vincent Hoss-Desmarais",Canada,"June 28, 2018",2018,TV-MA,88 min,"Comedies, Independent Movies, International Movies"
317,s6317,Movie,Bitch,Marianna Palka,"Jason Ritter, Jaime King, Marianna Palka, Brighton Sharbino, Rio Mangini, Jason Maybaum, Kingston Foster, Arielle Kebbel, Martin Starr, Roger Guenveur Smith, Caroline Aaron, Bill Smitrovich",United States,"March 11, 2018",2017,R,97 min,"Comedies, Dramas, Independent Movies"
318,s6318,Movie,Bitcoin Heist,Ham Tran,"Kate Nhung, Thanh Pham, Petey Majik Nguyen, Suboi, Jayvee Mai The Hiep, Lam Thanh My",Vietnam,"September 2, 2017",2016,TV-14,116 min,"Action & Adventure, Comedies, International Movies"
319,s6319,TV Show,Bitten,,"Laura Vandervoort, Greyston Holt, Greg Bryk, Steve Lund, Paul Greene, Michael Xavier, Genelle Williams",Canada," May 26, 2016",2016,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Horror"
320,s6320,TV Show,Bitter Daisies,Miguel Conde,"María Mera, Toni Salgado, Miquel Insua, Denis Gómez, Lucía Álvarez, Sara Sanz, Jimmy Núñez, Paloma Saavedra, Manuel Cortés, Yelena Molina, Ricardo de Barreiro, Nerea Barros, Santiago Cuquejo, Martina Stetson, Carlos Villarino",Spain,"March 29, 2019",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
321,s6321,Movie,Bittoo Boss,Supavitra Babul,"Pulkit Samrat, Ashok Pathak, Tanvir Singh, Amita Pathak, Sunil Shetty, Rajendra Sethi, Mohan Kapoor",India,"July 5, 2020",2012,TV-14,117 min,"Comedies, Dramas, International Movies"
322,s6322,Movie,Black & Privileged: Volume 1,Mark Harris,"Dawnisha Halfkenny, Simeon Henderson, Corey Hendrix, Malcom Banks, Nadia Simms, Brian White, Brely Evans, Cynda Williams, Carl Anthony Payne II",United States,"July 12, 2019",2019,TV-MA,79 min,Dramas
323,s6323,Movie,Black Hawk Down,Ridley Scott,"Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana, William Fichtner, Ewen Bremner, Sam Shepard, Gabriel Casseus, Kim Coates, Hugh Dancy, Ron Eldard, Ioan Gruffudd, Tom Guiry, Charlie Hofheimer, Danny Hoch, Jason Isaacs, Zeljko Ivanek, Glenn Morshower, Jeremy Piven, Brendan Sexton III","United States, United Kingdom","January 1, 2019",2001,R,144 min,"Action & Adventure, Dramas"
324,s6324,TV Show,Black Heart,,"Barış Kılıç, Tuvana Türkay, Serhat Tutumluer, Gülçin Santırcıoğlu, Kenan Bal",Turkey,"October 12, 2018",2014,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
325,s6325,Movie,Black Man White Skin,Jose Manuel Colón,,Spain,"June 1, 2016",2015,TV-PG,79 min,"Documentaries, International Movies"
326,s6326,Movie,Black Panther,Ryan Coogler,"Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Sterling K. Brown, Angela Bassett, Forest Whitaker, Andy Serkis, Florence Kasumba, John Kani, David S. Lee, Stan Lee",United States,"September 4, 2018",2018,PG-13,135 min,"Action & Adventure, Sci-Fi & Fantasy"
327,s6327,Movie,Black Site Delta,Jesse Gustafson,"Cam Gigandet, Teri Reeves, Michael Dale, Dion Mucciacito, Casey Hendershot, Benjamin Charles Watson, John Brodsky, Arash Mokhtar",United States,"August 9, 2017",2017,TV-MA,88 min,Action & Adventure
328,s6328,Movie,Black Snake Moan,Craig Brewer,"Samuel L. Jackson, Christina Ricci, Justin Timberlake, S. Epatha Merkerson, John Cothran, David Banner, Michael Raymond-James, Adriane Lenox, Kim Richards, Neimus K. Williams",United States,"November 20, 2019",2007,R,116 min,"Dramas, Independent Movies"
329,s6329,Movie,Black Snow,Martin Hodara,"Ricardo Darín, Leonardo Sbaraglia, Laia Costa, Federico Luppi, Dolores Fonzi, Andrés Herrera","Argentina, Spain","July 1, 2017",2017,TV-MA,91 min,"Dramas, International Movies, Thrillers"
330,s6330,Movie,Blackfish,Gabriela Cowperthwaite,,United States,"May 1, 2020",2013,PG-13,83 min,Documentaries
331,s6331,Movie,Blackway,Daniel Alfredson,"Anthony Hopkins, Julia Stiles, Alexander Ludwig, Ray Liotta, Hal Holbrook, Lochlyn Munro, Steve Bacic, Aaron Pearl, Aleks Paunovic",United States,"December 15, 2017",2015,PG-13,90 min,Thrillers
332,s6332,Movie,Blaze,Ethan Hawke,"Benjamin Dickey, Alia Shawkat, Josh Hamilton, Charlie Sexton, Sam Rockwell, Wyatt Russell, Steve Zahn, Kris Kristofferson, Richard Linklater, David Kallaway, Ritchie Montgomery",United States,"August 30, 2020",2018,R,129 min,"Dramas, Independent Movies, Music & Musicals"
333,s6333,Movie,Bleed for This,Ben Younger,"Miles Teller, Aaron Eckhart, Katey Sagal, Ciarán Hinds, Ted Levine, Jordan Gelber, Amanda Clayton, Daniel Sauli, Christine Evangelista, Tina Casciani",United States,"April 11, 2020",2016,R,120 min,"Dramas, Sports Movies"
334,s6334,Movie,Blinky Bill: The Movie,Deane Taylor,"Ryan Kwanten, Rufus Sewell, Toni Collette, Robin McLeavy, David Wenham, Barry Humphries, Richard Roxburgh, Deborah Mailman, Barry Otto","Australia, United States","February 8, 2017",2015,PG,91 min,Children & Family Movies
335,s6335,Movie,Blockbuster,July Hygreck,"Syrus Shahidi, Lionel Abelanski, Charlotte Gabris, Tom Hygreck, Sylvain Quimene, Laura Boujenah, Foed Amara",France,"January 24, 2018",2017,TV-MA,85 min,"Comedies, Independent Movies, International Movies"
336,s6336,TV Show,Blood & Treasures,,"Nawat Kulrattanarak, Woranuch Wongsawan, Jespipat Tilapornputt, Paramej Noiam, Phutharit Prombandal",Thailand,"July 14, 2018",2016,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
337,s6337,Movie,Blood Father,Jean-François Richet,"Mel Gibson, Erin Moriarty, Diego Luna, Michael Parks, William H. Macy, Miguel Sandoval, Dale Dickey, Richard Cabral, Daniel Moncada, Ryan Dorsey",France,"March 26, 2020",2016,R,88 min,"Action & Adventure, International Movies"
338,s6338,Movie,Blow,Ted Demme,"Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths, Paul Reubens, Jordi Mollà, Cliff Curtis, Miguel Sandoval, Ethan Suplee, Ray Liotta",United States,"October 1, 2019",2001,R,123 min,Dramas
339,s6339,Movie,Blue Is the Warmest Color,Abdellatif Kechiche,"Léa Seydoux, Adèle Exarchopoulos, Salim Kechiouche, Aurélien Recoing, Catherine Salée, Benjamin Siksou, Mona Walravens, Alma Jodorowsky, Jérémie Laheurte, Anne Loiret, Benoît Pilot, Sandor Funtek, Fanny Maurin","France, Belgium, Spain","August 26, 2016",2013,NC-17,180 min,"Dramas, Independent Movies, International Movies"
340,s6340,Movie,Blue Jasmine,Woody Allen,"Cate Blanchett, Sally Hawkins, Alec Baldwin, Louis C.K., Bobby Cannavale, Andrew Dice Clay, Peter Sarsgaard, Michael Stuhlbarg, Tammy Blanchard, Max Casella, Alden Ehrenreich",United States,"March 8, 2019",2013,PG-13,98 min,"Comedies, Dramas, Independent Movies"
341,s6341,Movie,Blue Mountain State: The Rise of Thadland,Lev L. Spiro,"Alan Ritchson, Darin Brooks, James Cade, Rob Ramsay, Chris Romano, Frankie Shaw, Omari Newton, Ed Marinaro, Dhani Jones, Ed Amatrudo, Jimmy Tatro",United States,"March 1, 2016",2016,R,90 min,Comedies
342,s6342,TV Show,Blue Planet II,,David Attenborough,United Kingdom,"December 3, 2018",2017,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
343,s6343,Movie,Blue Ruin,Jeremy Saulnier,"Macon Blair, Devin Ratray, Amy Hargreaves, Kevin Kolack, Eve Plumb, David W. Thompson, Brent Werzner, Stacy Rock, Sidné Anderson, Sandy Barnett, Bonnie Johnson","United States, France","February 25, 2019",2013,R,90 min,"Independent Movies, Thrillers"
344,s6344,Movie,Blue Streak,Les Mayfield,"Martin Lawrence, Luke Wilson, Peter Greene, Dave Chappelle, Nicole Ari Parker, Graham Beckel, Robert Miranda, Olek Krupa, Saverio Guerra, Richard C. Sarafian, William Forsythe","Germany, United States","January 1, 2021",1999,PG-13,94 min,"Action & Adventure, Comedies"
345,s6345,Movie,Blue Valentine,Derek Cianfrance,"Ryan Gosling, Michelle Williams, Faith Wladyka, John Doman, Mike Vogel, Ben Shenkman, Jen Jones, Maryann Plunkett, Marshall Johnson, James Benatti, Barbara Troy, Carey Westbrook, Enid Graham",United States,"July 5, 2018",2010,R,112 min,"Dramas, Independent Movies, Romantic Movies"
346,s6346,Movie,Blurred Lines: Inside the Art World,Barry Avrich,,Canada,"December 31, 2017",2017,TV-MA,85 min,Documentaries
347,s6347,Movie,Bob Lazar: Area 51 & Flying Saucers,Jeremy Kenyon Lockyer Corbell,Robert Lazar,United States,"June 18, 2019",2018,TV-MA,97 min,Documentaries
348,s6348,TV Show,Bob Ross: Beauty Is Everywhere,,Bob Ross,,"June 1, 2016",1991,TV-G,1 Season,TV Shows
349,s6349,Movie,Bob's Broken Sleigh,Jay Surridge,"Cole Howard, Bruce Greenwood, Victor Garber, Michael Adamthwaite, Raini Rodriguez, Colin Murdock, Maryke Hendrikse, Sam Vincent, Gabe Khouth",Canada,"December 17, 2015",2015,TV-G,47 min,Children & Family Movies
350,s6350,Movie,Bobbi Jene,Elvira Lind,Bobbi Jene Smith,"Denmark, Sweden, Israel, United States","June 1, 2018",2017,TV-MA,99 min,Documentaries
351,s6351,Movie,Bobby,Raj Kapoor,"Rishi Kapoor, Dimple Kapadia, Pran, Prem Nath, Sonia Sahni, Durga Khote, Aruna Irani, Prem Chopra, Farida Jalal",India,"December 31, 2019",1973,TV-14,168 min,"Classic Movies, Dramas, International Movies"
352,s6352,Movie,Bobby Robson: More Than a Manager,"Gabriel Clarke, Torquil Jones",Bobby Robson,United Kingdom,"December 1, 2018",2018,TV-14,99 min,"Documentaries, International Movies, Sports Movies"
353,s6353,Movie,Bobby Sands: 66 Days,Brendan Byrne,,"Ireland, United Kingdom","September 28, 2017",2016,TV-14,106 min,Documentaries
354,s6354,Movie,Bokeh,"Geoffrey Orthwein, Andrew Sullivan","Maika Monroe, Matt O'Leary, Arnar Jónsson, Gunnar Helgason, Berglind Rós Sigurðardóttir","United States, Iceland","June 22, 2017",2017,TV-14,92 min,"Dramas, Independent Movies, Sci-Fi & Fantasy"
355,s6355,Movie,Bolt,"Byron Howard, Chris Williams","John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton, Greg Germann, Diedrich Bader, Nick Swardson, J.P. Manoux, Dan Fogelman, Kari Wahlgren, Chloë Grace Moretz, Randy Savage, Ronn Moss, John DiMaggio, Daran Norris, Jeff Bennett, Brian Stepanek, Todd Cummings",United States,"July 22, 2018",2008,PG,99 min,"Children & Family Movies, Comedies"
356,s6356,Movie,Bombshell: The Hedy Lamarr Story,Alexandra Dean,Hedy Lamarr,United States,"May 31, 2018",2017,TV-14,89 min,Documentaries
357,s6357,Movie,Bon Bini Holland,Jelle de Jonge,"Jandino Asporaat, Liliana de Vries, Teun Kuilboer, Sergio IJssel, Dennis Rudge, Alpha Oumar Barry, Phi Nguyen",Netherlands,"September 1, 2016",2015,TV-MA,88 min,"Comedies, International Movies"
358,s6358,TV Show,Bondi Rescue,,"Andrew Günsberg, Dean Gladstone, Bruce Hopkins, Trent 'Maxi' Maxwell, Andrew Reid, Ryan Clark, Chris Chapman, Anthony 'Harries' Caroll",Australia," November 1, 2019",2016,TV-PG,1 Season,Reality TV
359,s6359,Movie,Bonnie and Clyde,Arthur Penn,"Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman, Estelle Parsons, Denver Pyle, Dub Taylor, Evans Evans, Gene Wilder",United States,"January 1, 2021",1967,R,111 min,"Action & Adventure, Classic Movies, Dramas"
360,s6360,Movie,Boom,Kaizad Gustad,"Amitabh Bachchan, Gulshan Grover, Jackie Shroff, Javed Jaffrey, Katrina Kaif, Madhu Sapre, Padma Lakshmi, Seema Biswas, Zeenat Aman, Boman Irani",India,"March 1, 2018",2003,TV-MA,79 min,"Action & Adventure, Dramas, International Movies"
361,s6361,TV Show,Border Patrol,,Timothy Balme,,"October 2, 2019",2016,TV-PG,1 Season,Reality TV
362,s6362,TV Show,Borderline,,"David Avery, Jackie Clune, David Elms, Liz Kingsman, Jamie Michie",United Kingdom," December 2, 2017",2017,TV-14,2 Seasons,"British TV Shows, TV Comedies"
363,s6363,Movie,Born Strong,"Gary Cohen, Ross Hockrow","Eddie Hall, Hafþór Júlíus Björnsson, Brian Shaw, Zydrunas Savickas",United States,"December 31, 2017",2017,TV-MA,86 min,"Documentaries, Sports Movies"
364,s6364,Movie,Born to Be Free,Gayane Petrosyan,"Casting a light on the mistreatment of sea mammals, this documentary follows the plight of 18 Beluga whales kept in captivity for years.","United Kingdom, Russia","April 1, 2017",2016,TV-14,74 min,"Documentaries, International Movies"
365,s6365,TV Show,Botched Up Bodies,,"Charlie Brooks, Sue Johnston",United Kingdom,"October 2, 2019",2013,TV-MA,1 Season,"British TV Shows, Docuseries, International TV Shows"
366,s6366,Movie,Bottom of the World,Richard Sears,"Jena Malone, Douglas Smith, Ted Levine, Tamara Duarte, Kelly Pendygraft, Mark Sivertsen, Jon McLaren","Canada, United States","May 28, 2020",2017,TV-MA,84 min,"Dramas, Independent Movies, Thrillers"
367,s6367,Movie,Boy and the World,Alê Abreu,"Vinícius Garcia, Felipe Zilse, Alê Abreu, Lu Horta, Marco Aurélio Campos, Cassius Romero, Alfredo Rollo",Brazil,"October 1, 2017",2013,PG,80 min,Children & Family Movies
368,s6368,Movie,Boy Bye,Chris Stokes,"Wendy Raquel Robinson, Ross Fleming, Shondrella Avery, Tammy Townsend, Omar Gooding, Tracy Davis, Veronika Bozeman, Kelly Perine, Valarie Pettiford",United States,"April 2, 2019",2016,TV-MA,86 min,"Comedies, Romantic Movies"
369,s6369,TV Show,Brain Games,,Jason Silva,United States," March 15, 2019",2016,TV-G,3 Seasons,"Docuseries, Science & Nature TV"
370,s6370,Movie,Brampton's Own,Michael Doneger,"Alex Russell, Rose McIver, Jean Smart, Scott Porter, Kevin Linehan, Spencer Grammer, Carter Hastings, Riley Voelkel, John Getz",United States,"April 19, 2019",2018,TV-MA,90 min,"Dramas, Romantic Movies, Sports Movies"
371,s6371,Movie,Bratz: The Movie,Sean McNamara,"Logan Browning, Janel Parrish, Nathalia Ramos, Skyler Shaye, Chelsea Kane",United States,"June 29, 2020",2007,PG,102 min,"Children & Family Movies, Comedies"
372,s6372,TV Show,Brave Miss World,Cecilia Peck,Linor Abargil,"United States, Israel, Italy, South Africa","February 17, 2018",2013,TV-14,1 Season,"Crime TV Shows, Docuseries"
373,s6373,Movie,Brave New Jersey,Jody Lambert,"Tony Hale, Anna Camp, Sam Jaeger, Heather Burns, Dan Bakkedahl, Raymond J. Barry, Erika Alexander, Mel Rodriguez, Evan Jonigkeit, Grace Kaufman",United States,"December 15, 2017",2016,TV-MA,92 min,"Comedies, Independent Movies"
374,s6374,TV Show,Braxton Family Values,,"Toni Braxton, Trina Braxton, Traci Braxton, Towanda Braxton, Tamar Braxton",United States,"February 15, 2020",2014,TV-PG,2 Seasons,Reality TV
375,s6375,Movie,Breaking Free,Sridhar Rangayan,Sridhar Rangayan,India,"December 15, 2017",2015,TV-MA,81 min,"Documentaries, International Movies, LGBTQ Movies"
376,s6376,Movie,Breath,Simon Baker,"Samson Coulter, Ben Spence, Simon Baker, Elizabeth Debicki, Richard Roxburgh, Rachael Blake, Jacek Koman",Australia,"December 5, 2018",2018,TV-MA,116 min,"Dramas, Sports Movies"
377,s6377,Movie,Brick,Rian Johnson,"Joseph Gordon-Levitt, Nora Zehetner, Lukas Haas, Noah Fleiss, Matt O'Leary, Emilie de Ravin, Noah Segan, Richard Roundtree, Meagan Good, Brian White",United States,"September 1, 2018",2005,R,110 min,"Independent Movies, Thrillers"
378,s6378,Movie,Bring It On: Worldwide Showdown,Robert Adetuyi,"Cristine Prosperi, Jordan Rodrigues, Gia Re, Sophie Vavasseur, Sven Ruygrok, Stephan Lee Benson, Natalie Walsh, Vivica A. Fox",United States,"August 29, 2017",2017,PG-13,95 min,Comedies
379,s6379,TV Show,Bringing Sexy Back,,Samantha Armstrong,,"October 2, 2019",2015,TV-14,1 Season,"International TV Shows, Reality TV"
380,s6380,Movie,Brooklyn's Finest,Antoine Fuqua,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes, Will Patton, Lili Taylor, Michael Kenneth Williams, Brían F. O'Byrne, Shannon Kane, Ellen Barkin, Vincent D'Onofrio, Logan Marshall-Green",United States,"October 1, 2018",2009,R,133 min,"Dramas, Thrillers"
381,s6381,Movie,Brotherhood of Blades II: The Infernal Battlefield,Lu Yang,"Chang Chen, Yang Mi, Zhang Yi, Lei Jiayin, Xin Zhilei, Shih Chieh King",China,"November 28, 2018",2017,TV-MA,120 min,"Action & Adventure, International Movies"
382,s6382,TV Show,Brown Nation,,"Rajeev Varma, Shenaz Treasury, Kapil Bawa, Remy Munasifi, Omi Vaidya, Melanie Chandra, Sana Serrai, Jonathan Horvath, Akaash Singh",United States,"November 15, 2016",2016,TV-14,1 Season,TV Comedies
383,s6383,Movie,Bruno and Boots: Go Jump in the Pool,Vivieno Caldinelli,"Jonny Gray, Callan Potter, Peter Keleghan, Hannah Vandenbygaart, Kiana Madeira, Joshua Kilimnik, Drew Haytaoglu, Isiah Lea, Scott Thompson, Caroline Rhea",Canada,"June 24, 2017",2016,TV-PG,91 min,"Children & Family Movies, Comedies"
384,s6384,Movie,Bruno and Boots: The Wizzle War,Vivieno Caldinelli,"Jonny Gray, Callan Potter, Matt Baram, Caroline Rhea, Kiana Madeira",Canada,"July 1, 2017",2017,TV-PG,90 min,"Children & Family Movies, Comedies"
385,s6385,Movie,Bruno and Boots: This Can't Be Happening at Macdonald Hall,Vivieno Caldinelli,"Jonny Gray, Callan Potter, Peter Keleghan, Caroline Rhea",Canada,"June 24, 2017",2017,TV-PG,90 min,"Children & Family Movies, Comedies"
386,s6386,TV Show,Buddha,,"Himanshu Soni, Kajal Jain, Sanket Choukse, Kabir Bedi, Sameer Dharmadhikari, Jagat Singh, Reshmi Ghosh, Siddharth Vasudev, Amit Behl, Hemant Choudhary",,"April 1, 2018",2013,TV-PG,1 Season,"International TV Shows, TV Dramas"
387,s6387,Movie,Buffalo Boys,Mike Wiluan,"Yoshua Sudarso, Ario Bayu, Pevita Pearce, Tio Pakusadewo, Reinout Bussemaker, Mikha Tambayong, Happy Salma, Alex Abbad, Zack Lee","Indonesia, Singapore","April 12, 2019",2018,TV-MA,103 min,"Action & Adventure, International Movies"
388,s6388,Movie,Bugs,Andreas Johnsen,,"Netherlands, Denmark, France, Germany","February 20, 2018",2016,TV-G,73 min,"Documentaries, International Movies"
389,s6389,Movie,Bullitt County,David McCracken,"Mike C. Nelson, Jenni Melear, David McCracken, Napoleon Ryan, Dorothy Lyman, Richard Riehle",United States,"June 1, 2019",2018,TV-MA,98 min,"Independent Movies, Thrillers"
390,s6390,TV Show,"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",,,,"March 31, 2018",2017,TV-PG,1 Season,Kids' TV
391,s6391,Movie,Burlesque,Steve Antin,"Cher, Christina Aguilera, Alan Cumming, Eric Dane, Cam Gigandet, Julianne Hough, Peter Gallagher, Kristen Bell, Stanley Tucci, Dianna Agron",United States,"December 16, 2019",2010,PG-13,119 min,"Dramas, Romantic Movies"
392,s6392,Movie,Burlesque: Heart of the Glitter Tribe,Jon Manning,,United States,"June 1, 2017",2017,TV-MA,76 min,Documentaries
393,s6393,Movie,Burning,Lee Chang-dong,"Yoo Ah-in, Steven Yeun, Jun Jong-seo, Kim Soo-kyung, Moon Sung-keun, ChoI Seung-ho","South Korea, Japan","April 29, 2019",2018,TV-MA,148 min,"Dramas, Independent Movies, International Movies"
394,s6394,TV Show,Burnistoun,,"Iain Connell, Robert Florence, Kirsty Strain, Richard Rankin, Allan Miller, Louise Stewart",United Kingdom," October 1, 2019",2012,TV-MA,2 Seasons,"British TV Shows, TV Comedies"
395,s6395,Movie,Bushwick,"Cary Murnion, Jonathan Milott","Dave Bautista, Brittany Snow, Angelic Zambrana, Jeremie Harris, Myra Lucretia Taylor, Arturo Castro, Christian Navarro",United States,"November 24, 2017",2017,TV-MA,94 min,"Action & Adventure, Independent Movies"
396,s6396,Movie,Butterfield 8,Daniel Mann,"Elizabeth Taylor, Laurence Harvey, Eddie Fisher, Dina Merrill, Mildred Dunnock, Betty Field, Jeffrey Lynn, Susan Oliver",United States,"November 1, 2019",1960,TV-14,108 min,"Classic Movies, Dramas, Romantic Movies"
397,s6397,Movie,Cézanne et moi,Daniele Thompson,"Guillaume Canet, Guillaume Gallienne, Alice Pol, Déborah François, Sabine Azéma, Freya Mavor, Isabelle Candelier, Laurent Stocker","Belgium, France","September 7, 2017",2016,R,114 min,"Dramas, Independent Movies, International Movies"
398,s6398,Movie,Cabin Fever,Travis Zariwny,"Gage Golightly, Matthew Daddario, Samuel Davis, Nadine Crocker, Dustin Ingram, Randy Schulman",United States,"June 6, 2019",2016,R,98 min,"Horror Movies, Thrillers"
399,s6399,TV Show,Cabins in the Wild with Dick Strawbridge,,"Dick Strawbridge, William Hardie",United Kingdom,"September 15, 2018",2017,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV"
400,s6400,Movie,Cahaya Dari Timur Beta Maluku,Angga Dwimas Sasongko,"Chicco Jerikho, Abdurrahman Arif, Jajang C. Noer, Ridho Hafiedz, Leo Maitimu, Shafira Umm, Glenn Fredly, Aufa Assagaf, Burhanuddin Ohorella, Bebeto Leutually",Indonesia,"October 5, 2018",2014,TV-14,151 min,"Dramas, International Movies, Sports Movies"
401,s6401,Movie,Caida del Cielo,Néstor Sánchez Sotelo,"Muriel Santa Ana, Peto Menahem, Héctor Díaz, Sebastián Wainraich, Karina K., Hernán Jiménez, Fabián Forte, Verónica Intile",Argentina,"January 20, 2017",2016,TV-MA,78 min,"Comedies, International Movies, Romantic Movies"
402,s6402,TV Show,Cain and Abel,,"So Ji-sub, Shin Hyun-joon, Chae Jung-an, Han Ji-min, Kim Hae-suk, You-Mi Ha, Yong Jang, Kwon Hae-hyo",South Korea,"March 12, 2019",2009,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
403,s6403,Movie,Cake,Asim Abbasi,"Aamina Sheikh, Sanam Saeed, Adnan Malik, Mohammad Ahmad, Beo Rana Zafar, Faris Khalid, Hira Hussain, Mikaal Zulfiqar","United Kingdom, Pakistan","May 15, 2019",2018,TV-MA,125 min,"Comedies, Dramas, International Movies"
404,s6404,Movie,Calendar Girls,Madhur Bhandarkar,"Akanksha Puri, Avani Modi, Kyra Dutt, Ruhi Singh, Satarupa Pyne, Mita Vashisht, Keith Sequeira, Deepak Wadhwa, Indraneil Sengupta, Vikram Sakhalkar",India,"October 15, 2017",2015,TV-14,126 min,"Dramas, International Movies"
405,s6405,TV Show,Calico Critters,,"Georgie Fuller, Jessica Hinds-Mingo, Mayumi Kawai, Sarah Sumeray, Alix Macey, Jenna Sharpe",,"November 1, 2018",2018,TV-Y,1 Season,Kids' TV
406,s6406,Movie,Calico Critters: A Town of Dreams,Momoko Kamiya,,,"November 1, 2018",2017,TV-Y,11 min,Children & Family Movies
407,s6407,Movie,Calico Critters: The Treasure of Calico Village,Momoko Kamiya,,,"November 1, 2018",2017,TV-Y,22 min,Children & Family Movies
408,s6408,TV Show,Call Me Francis,,"Rodrigo de la Serna, Sergio Hernández, Mercedes Morán, Muriel Santa Ana, Alex Brendemühl, Maximilian Dirr, Andres Gil, Marco Di Tieri",Italy,"December 16, 2016",2016,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
409,s6409,TV Show,Camelia la Texana,Carlos Bolado,"Sara Maldonado, Erik Hayser, Andrés Palacios, Dagoberto Gama, Luis Ernesto Franco, Arcelia Ramírez, Eréndira Ibarra","Mexico, United States","February 1, 2017",2014,TV-14,1 Season,"Crime TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
410,s6410,Movie,Camera Store,Scott Marshall Smith,"John Larroquette, John Rhys-Davies, Paul Ben-Victor, David James Elliott, Laura Silverman, Cheryl Ladd, Justin Lieberman, Maddie McCormick",United States,"August 20, 2017",2016,TV-MA,104 min,"Comedies, Dramas"
411,s6411,Movie,Camp Cool Kids,Lisa Arnold,"Connor Rosen, Logan Shroyer, Michael Gross, Markie Post, Leigh-Allyn Baker, Juliocesar Chavez, Tyree Brown",United States,"January 1, 2018",2017,TV-G,104 min,"Children & Family Movies, Comedies, Dramas"
412,s6412,TV Show,Camp X,,,Canada,"February 1, 2019",2014,TV-MA,1 Season,Docuseries
413,s6413,Movie,Camp X-Ray,Peter Sattler,"Kristen Stewart, Peyman Moaadi, John Carroll Lynch, Lane Garrison, Joseph Julian Soria, Ser'Darius Blain, Cory Michael Smith, Julia Duffy",United States,"January 14, 2017",2014,R,117 min,"Dramas, Independent Movies"
414,s6414,TV Show,Can We Get Married?,,"Sung Jun, So-min Jung, Sung-min Kim, Ae-yeon Jeong, Mi-sook Lee, Eun-sook Sunwoo, Seok-woo Kang, Young-kwang Kim, Han Groo, Jin-soo Kim",South Korea,"May 22, 2017",2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
415,s6415,Movie,Can't Hardly Wait,"Harry Elfont, Deborah Kaplan","Jennifer Love Hewitt, Ethan Embry, Charlie Korsmo, Lauren Ambrose, Peter Facinelli, Seth Green, Michelle Brookhurst, Alexander Martin, Erik Palladino, Channon Roe, Sean Patrick Thomas",United States,"January 1, 2021",1998,PG-13,101 min,"Comedies, Romantic Movies"
416,s6416,Movie,Candyman,Bernard Rose,"Virginia Madsen, Tony Todd, Xander Berkeley, Kasi Lemmons, Vanessa Williams, DeJuan Guy, Michael Culkin, Stanley DeSantis","United States, United Kingdom","October 1, 2019",1992,R,99 min,"Cult Movies, Horror Movies"
417,s6417,TV Show,Cannabis,,"Jean-Michel Correia, Yasin Houicha, Pedro Casablanc, Christophe Paou, Kate Moran, Santi Pons",France,"December 15, 2016",2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
418,s6418,Movie,Capital in the Twenty-First Century,Justin Pemberton,,"France, New Zealand","September 8, 2020",2019,TV-14,103 min,Documentaries
419,s6419,Movie,Cappuccino,Noushad,"Dharmajan Bolgatty, Aneesh Menon, Sunil Sukhada, Anita Lukmance, Kottayam Pradeep, Natasha Doshi, Hareesh Perumanna, Sharanya, Vineeth Mohan, Sudhi Koppa",India,"July 1, 2018",2017,TV-PG,126 min,"Comedies, Dramas, International Movies"
420,s6420,Movie,Cardboard Gangsters,Mark O'Connor,"John Connors, Fionn Walton, Kierston Wareing, Paul Alwright, Ryan Lincoln, Jimmy Smallhorne, Toni O'Rourke, Fionna Hewitt-Twamley, Stephen Clinch, Ciaran McCabe",Ireland,"September 15, 2018",2016,TV-MA,92 min,"Dramas, International Movies"
421,s6421,TV Show,Care Bears: Welcome to Care-a-Lot,,"David Lodge, Patty Mattson, Doug Erholtz, Stephanie Sheh, Nayo Wallace, Michael Sinterniklaas, Michaela Dean",United States,"August 2, 2019",2012,TV-Y,1 Season,Kids' TV
