s2000,Movie,Hope Frozen: A Quest to Live Twice,Pailin Wedel,,"Thailand, United States","September 15, 2020",2020,TV-PG,80 min,"Documentaries, International Movies","A Thai scientist and his family decide to cryonically freeze their cherished, dying toddler. This heartfelt documentary follows their journey."
s2612,TV Show,Tjovitjo,,"Warren Masemola, Nobulali Dangazele, Rapulana Seiphemo, Sibulele Gcilitshana, Jabulile Mahlambi, Ntosh Madlingozi, Hlengiwe Lushaba, Kanyi Nokwe, Harriet Manamela, Soso Rungqu, Fisiwe Kubeka, Victor Mohale",South Africa,"April 29, 2020",2017,TV-MA,2 Seasons,"International TV Shows, TV Dramas","Amidst poverty and struggle, a hardened pantsula dance leader enters a dark space and searches for redemption and salvation in his community."
s2613,Movie,Beynelmilel,"Muharrem Gülmez, Sırrı Süreyya Önder","Cezmi Baskın, Özgü Namal, Umut Kurt, Nazmi Kırık, Bahri Beyat, Meral Okay, Dilber Ay, Şahin Irmak, Oktay Kaynarca, Burak Tamdoğan",Turkey,"April 28, 2020",2006,TV-MA,102 min,"Comedies, Dramas, International Movies","When a local musician and his band are forced to perform in honor of a right-wing coup, his daughter schemes to make their music subversive instead."
s2614,Movie,Bir Baba Hindu,Sermiyan Midyat,"Sermiyan Midyat, Şafak Sezer, Nicole Faria, Burak Satıbol","Turkey, India","April 28, 2020",2016,TV-MA,107 min,"Action & Adventure, Comedies, International Movies",A Istanbul mobster falls for an Indian yoga instructor whose abduction takes him on a wild rescue mission to Mumbai.
s2615,Movie,Boushkash,"Ahmed Yousry, Hazem Fouda","Mohamed Saad, Zeina, Ezzat Abou Aouf, Edward, Hassan Hosny, Ahmed Rateb, Hamdi el Sakhawy, Safaa El-Toukhy",Egypt,"April 28, 2020",2008,TV-MA,100 min,"Comedies, International Movies",A former goalkeeper-turned-talent scout embarks on a mischievous adventure to recruit players for Egyptian football clubs.
s2616,Movie,Cinar Agaci,Handan İpekçi,"Nurgül Yeşilçay, Celile Toyon Uysal, Deniz Deha Lostar, Settar Tanrıöğen, Suzan Aksoy, Hüseyin Avni Danyal, Jülide Kural, Ragıp Savaş",Turkey,"April 28, 2020",2011,TV-14,115 min,"Comedies, Dramas, International Movies","A matriarch and her grandson forge a special bond during family picnics every two months, until her health causes a conflict among the relatives."
s2617,Movie,Görümce,Kıvanç Baruönü,"Eda Ece, Dilşah Demir, Gupse Özay, Buğra Gülsoy",Turkey,"April 28, 2020",2016,TV-MA,104 min,"Comedies, International Movies, Music & Musicals","When his jealous sister plots to wreck his engagement, a young man does everything he can to protect his betrothed from her devious schemes."
s2618,Movie,İstanbul Kırmızısı,Ferzan Özpetek,"Halit Ergenç, Nejat İşler, Mehmet Günsür, Çiğdem Selışık Onat, Tuba Büyüküstün, Serra Yılmaz, Zerrin Tekindor, Ayten Gökçer, İpek Bilgin, Ergin Bal","Italy, Turkey","April 28, 2020",2017,TV-MA,110 min,"Dramas, Independent Movies, International Movies","Upon his return to Istanbul, an expat writer-editor finds himself stranded inside a web of tangled relationships after his filmmaker friend vanishes."
s2619,Movie,Küçük Esnaf,Bedran Güzel,"İbrahim Büyükak, Zeynep Koçak, Gupse Özay, Cengiz Bozkurt",Turkey,"April 28, 2020",2016,TV-MA,100 min,"Comedies, International Movies","As an honest locksmith scrambles to pay his late father's hefty debt to the mafia, he crosses paths with a woman in similar trouble and falls for her."
s2620,Movie,Lembi 8 Giga,Ashraf Fayeq,"Mohamed Saad, Mai Ezz El-Din, Hassan Hosny, Youssef Fawzy, Youssef Eid, Ahmad Mounir, Khaled Talaat, Maged El Kedwany, Entsar, Maysara",,"April 28, 2020",2010,TV-MA,111 min,"Comedies, International Movies","To upgrade his life, a simple man fakes his credentials as a lawyer when sudden extraordinary abilities give him the talent to thrive."
s2621,Movie,Neseli Hayat,Yılmaz Erdoğan,"Yılmaz Erdoğan, Ersin Korkut, Büşra Pekin, Erdal Tosun, Rıza Akın, Sinan Bengier, Cezmi Baskın, Ayberk Atilla, Fatma Murat, Metin Yıldız",Turkey,"April 28, 2020",2009,TV-14,108 min,"Comedies, International Movies","Burdened by troubles and caught between cultures, Riza takes a job as a mall Santa and finds that real life may not be so different from make-believe."
s2622,Movie,Organize Isler,Yılmaz Erdoğan,"Yılmaz Erdoğan, Tolga Çevik, Demet Akbağ, Altan Erkekli, Özgü Namal, Erdal Tosun, Tuncer Salman, Öner Erkan, Ebru Akel, Başak Köklükaya, Cem Yılmaz",Turkey,"April 28, 2020",2005,TV-14,104 min,"Action & Adventure, Comedies, International Movies","A gang leader recruits a suicidal Superman impersonator, while a woman driving a hot car linked to the gang plots revenge against them and their hero."
s2623,Movie,The Reliant,Paul Munger,"Kevin Sorbo, Mollee Gray, Eric Roberts, Brian Bosworth, Julia Denton, Blake Burt, Marisa Lynae Hampton, Josh Murray, Kiera Strauss, Tyler Sanders",United States,"April 28, 2020",2019,PG-13,116 min,"Dramas, Faith & Spirituality","When a town suffers an economic collapse, social unrest forces a family to seek refuge in the wilderness as bitter outlaws threaten their survival."
s2624,Movie,We'll Be Right Back After The Break,Ahmed Nader Galal,"Karim Abdel Aziz, Dina Fouad, Mohamed Lotfy, Ahmed Rateb, Rasha Amin, Youssef Eid, Mostafa Abbas, Maged El Kedwany, Sabri Abdulmonem, Abdalah Mishrif",Egypt,"April 28, 2020",2012,TV-14,106 min,"Action & Adventure, Comedies, International Movies","While fighting a child custody battle against his father-in-law, a taxi driver loses his memory when his son is kidnapped."
s2625,Movie,5Gang,Matei Dima,"Andrei Selaru, Dorian Popa, Julia Marcan, Ana Radu, Cosmin Nedelcu, Diana Condurache, Andrei Gavril, Luca Bogdan",Romania,"April 27, 2020",2019,TV-14,96 min,"Comedies, International Movies","To keep the band together, Selly tries to earn money by making an appearance at the birthday party of a mobster's daughter — until he gets kidnapped."
s2626,Movie,Love Aaj Kal,Imtiaz Ali,"Kartik Aaryan, Sara Ali Khan, Randeep Hooda, Arushi Sharma, Simone Singh, Monika Pawar, Amrit Arora, Siddharth Kak",India,"April 27, 2020",2020,TV-MA,140 min,"Dramas, International Movies, Romantic Movies","When professional ambitions clash with personal feelings for a modern-day couple, a love story from a bygone decade may offer some wisdom."
s2627,Movie,The Lift Boy,Jonathan Augustin,"Moin Khan, Nyla Masood, Saagar Kale, Neha Bam, Aneesha Shah, Damian Alexander D'Souza, Kaustubh Narain, Shilpa Iyer, Nil Mani, Pallas Prajapati",India,"April 27, 2020",2020,TV-MA,107 min,"Dramas, Independent Movies, International Movies","When a lazy young man replaces his father as the elevator operator of a posh residential complex, what he sees as menial work soon takes on new meaning."
s2628,TV Show,"Coronavirus, Explained",,,United States,"April 26, 2020",2020,TV-PG,1 Season,"Docuseries, Science & Nature TV","In 2020, the world changed. This topical series examines the coronavirus pandemic, the efforts to combat it and ways to manage its mental health toll."
s2629,TV Show,The Last Kingdom,,"Alexander Dreymon, Emily Cox, David Dawson, Ian Hart, Rune Temte, Matthew Macfadyen, Rutger Hauer, Tobias Santelmann, Peter Gantzler, Adrian Bower, Joseph Millson, Henning Valin Jakobsen, Alexandre Willaume, Thomas W. Gabrielsson",United Kingdom,"April 26, 2020",2020,TV-MA,4 Seasons,"British TV Shows, International TV Shows, TV Action & Adventure","As Alfred the Great defends his kingdom from Norse invaders, Uhtred – born a Saxon but raised by Vikings – seeks to claim his ancestral birthright."
s2630,Movie,Bheeshma,Venky Kudumula,"Nitin Reddy, Rashmika Mandanna, Sampath Raj, Jishu Sengupta, Anant Nag",India,"April 25, 2020",2020,TV-14,138 min,"Action & Adventure, Comedies, International Movies","Tired of being single, a smart-aleck meme creator has a chance to prove himself to the girl he loves when he is suddenly appointed CEO of her workplace."
s2631,Movie,Bittersweet,Khaled Marei,"Ahmed Helmy, Lotfy Labib, Edward, Enaam Salousa",Egypt,"April 25, 2020",2010,TV-MA,132 min,"Comedies, Dramas, International Movies","After 20 years abroad, a photographer returns to his birth country of Egypt and gets stranded without identification in a now unfamiliar culture."
s2632,TV Show,My Secret Romance,,"Sung Hoon, Song Ji-eun, Kim Jae-young, Jeong Da-sol, Lee Kan-hee, Kim Jong-goo, Park Sin-un, Jeon So-min",South Korea,"April 25, 2020",2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A nutritionist gets entangled in a series of misunderstandings with her new chaebol boss – who turns out to be someone she slept with in the past.
s2633,Movie,No Direction Home: Bob Dylan,Martin Scorsese,"Bob Dylan, Joan Baez, Dave Van Ronk, Peter Yarrow, Allen Ginsberg, Pete Seeger, Maria Muldaur, Mavis Staples, Al Kooper, Tony Glover","United Kingdom, United States, Japan","April 25, 2020",2005,TV-MA,208 min,"Documentaries, Music & Musicals","Featuring rare concert footage and interviews with legendary musicians, this documentary traces Bob Dylan's life story and extraordinary career."
s2634,Movie,She Made Me a Criminal,Amr Arafa,"Ahmed Helmy, Ghada Adel, Hassan Hosny, Riham Abdel Ghafour, Edward, Abdullah Moshref, Youssef Eid, Mohamed Sharaf",Egypt,"April 25, 2020",2006,TV-14,105 min,"Comedies, International Movies","In order to get her trust fund money from her wealthy but miserly father, a woman enlists a naive young man to help fake her own kidnapping."
s2635,Movie,The Artist,Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell, Penelope Ann Miller, Missi Pyle, Beth Grant, Ed Lauter, Joel Murray, Elizabeth Tulloch, Ken Davitian, Malcolm McDowell","France, Belgium, United States","April 25, 2020",2011,PG-13,101 min,"Comedies, Dramas, Independent Movies","Winner of five Oscars, this black-and-white silent film follows the romance between a silent-era legend on a downward spiral and a rising starlet."
s2636,Movie,The Dealer,Ahmed Saleh,"Ahmed El Sakka, Khaled El Nabawy, Mai Selim, Nedal El Shafey, Boris Abramov, Selami Şahin",Egypt,"April 25, 2020",2010,TV-14,124 min,"Action & Adventure, International Movies","Separated by distance and circumstance, two bitter rivals cross paths when the perils of the drug trade unexpectedly unite them."
s2637,Movie,The International Player,Ahmed Medhat,"Youssef El Sherif, Arwa Gouda, Salah Abdullah, Mohamed Lotfy, Dalal Abdel Aziz, Rahmah Hasan",Egypt,"April 25, 2020",2009,TV-14,93 min,"Dramas, International Movies, Sports Movies","A footballer for a local club aspires to join the big leagues then gets his shot at going pro, fueling his team's rise to victory."
s2638,Movie,The Promise,Mohamed Yassin,"Asser Yassin, Ruby, Ghassan Massoud, Bassem Samra, Ahmed Azmy",Egypt,"April 25, 2020",2008,TV-14,110 min,"Dramas, International Movies","When his powerful crime czar boss kills the man he considered a mentor, a young gangster on the rise goes to war in order to get revenge."
s2639,Movie,الف مبروك,Ahmed Nader Galal,"Ahmed Helmy, Laila Ezz El Arab, Mahmoud El Fishawy, Mohamed Farraag, Sarrah Abdelrahman, Rahma Hassan, Amir Salah, Hany El Sabagh",Egypt,"April 25, 2020",2009,TV-14,115 min,"Comedies, Dramas, International Movies","On his wedding day, an arrogant, greedy accountant experiences a series of calamities that keep replaying as he lives the same day over and over again."
s2640,TV Show,دفعة القاهرة,,"Bashar al-Shatti, Fatima Al Safi, Maram Balochi, Hamad Ashkanani, Nour Alghandour, Khaled Al-Shaer",,"April 25, 2020",2019,TV-14,1 Season,"International TV Shows, TV Dramas","A group of women leaves Kuwait to attend university in Cairo, embarking on personal journeys filled with romance and self-discovery."
s2641,TV Show,After Life,,"Ricky Gervais, Tom Basden, Tony Way, Diane Morgan, Mandeep Dhillon, David Bradley, Ashley Jensen, Kerry Godliman",United Kingdom,"April 24, 2020",2020,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies","Struggling to come to terms with his wife's death, a writer for a newspaper adopts a gruff new persona in an effort to push away those trying to help."
s2642,TV Show,DreamWorks Spooky Stories: Volume 2,,"Seth Rogen, Will Arnett, Hugh Laurie, Will Ferrell, David Cross, Sean Bishop, Kiefer Sutherland, Cody Cameron, Aron Warner",,"April 24, 2020",2011,TV-PG,1 Season,"Kids' TV, TV Comedies","The Shrek characters parody the music video ""Thriller""; B.O.B. and pals battle zombie carrots; and Megamind faces the effects of the Button of Doom."
s2643,Movie,Kolaiyuthir Kaalam,Chakri Toleti,"Nayanthara, Bhoomika Chawla, Prem Kathir, Rohini Hattangadi, Pratap Pothen, Julian Freund",India,"April 24, 2020",2019,TV-14,107 min,"International Movies, Thrillers",The speech-and-hearing-impaired heiress of a palatial mansion must rely on basic instincts when a masked invader is determined to kill her.
s2644,TV Show,Love 101,,"Pınar Deniz, Kubilay Aka, Mert Yazıcıoğlu, Alina Boz, Selahattin Paşalı, İpek Filiz Yazıcı, Kaan Urgancıoğlu, Müfit Kayacan, Bade İşçil, Tuba Ünsal",Turkey,"April 24, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows","While trying to make their teacher fall for a basketball coach, four misfits and a model student find friendship, love and the courage to be themselves."
s2645,Movie,"Yours Sincerely, Kanan Gill",Neville Shah,Kanan Gill,India,"April 24, 2020",2020,TV-MA,72 min,Stand-Up Comedy,"Revisiting life goals set in a letter written as a teen to his future self, comedian Kanan Gill reports back on if he's lived up to his own expectations."
s2646,TV Show,Ghost in the Shell: SAC_2045,,"Atsuko Tanaka, Osamu Saka, Akio Otsuka, Koichi Yamadera, Yutaka Nakano, Toru Okawa, Takashi Onozuka, Taro Yamaguchi, Sakiko Tamagawa, Megumi Han, Kenjiro Tsuda, Kaiji Soze, Shigeo Kiyama","Japan, United States","April 23, 2020",2020,TV-14,1 Season,"Anime Series, Crime TV Shows, International TV Shows","After a global financial crisis, the world is engulfed in an AI-driven ""sustainable war."" It's up to Section 9 to counter new forms of cyber threats."
s2647,Movie,My Stupid Boss,Upi Avianto,"Bunga Citra Lestari, Reza Rahadian, Alex Abbad, Bront Palarae, Chew Kin Wah, Atikah Suhaime, Iskandar Zulkarnain, Melissa Karim, Richard Oh, Ting Tan",Indonesia,"April 23, 2020",2016,TV-G,107 min,"Comedies, International Movies","After moving to Kuala Lumpur, Diana lands a secretary job at an ironworks owned by her husband's old college friend, possibly the world's worst boss."
s2648,Movie,My Stupid Boss 2,Upi Avianto,"Reza Rahadian, Bunga Citra Lestari, Chew Kin Wah, Atikah Suhaime, Iedil Putra, Iskandar Zulkarnain, Alex Abbad, Melissa Karim",Indonesia,"April 23, 2020",2019,TV-14,95 min,"Comedies, International Movies","Having driven away many of his employees, Bossman and three of his long-suffering workers try to find cheap labor in Vietnam but find trouble instead."
s2649,TV Show,The House of Flowers,,"Verónica Castro, Aislinn Derbez, Cecilia Suárez, Dario Yazbek Bernal, Paco León, Arturo Ríos, Juan Pablo Medina, Verónica Langer, Lucas Velázquez",Mexico,"April 23, 2020",2020,TV-MA,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies","In this dark comedy, a wealthy matriarch tries to maintain her family's facade of perfection after her husband's mistress exposes their dirty secrets."
s2650,Movie,This Earth of Mankind,Hanung Bramantyo,"Iqbaal Ramadhan, Mawar de Jongh, Sha Ine Febriyanti, Giorgino Abraham, Bryan Domani, Jerome Kurnia, Donny Damara, Ayu Laksmi",Indonesia,"April 23, 2020",2019,TV-14,180 min,"Dramas, International Movies",A Javanese royal and half-Dutch woman fall in love as Indonesia rises to independence from colonial rule. Based on Pramoedya Ananta Toer's famed novel.
s2651,Movie,Time to Hunt,Yoon Sung-hyun,"Lee Je-hoon, Ahn Jae-hong, Choi Woo-shik, Park Jeong-min, Park Hae-soo",South Korea,"April 23, 2020",2020,TV-MA,135 min,"International Movies, Thrillers","Wanting to leave their dystopian world behind for a faraway paradise, three outlaws plot a money heist — and draw the attention of a vicious killer."
s2652,TV Show,Absurd Planet,,Afi Ekulona,United States,"April 22, 2020",2020,TV-PG,1 Season,"Docuseries, Science & Nature TV, TV Comedies","A cast of quirky critters and Mother Nature herself narrate this funny science series, which peeks into the lives of Earth’s most incredible animals."
s2653,Movie,Circus of Books,Rachel Mason,,United States,"April 22, 2020",2020,TV-MA,87 min,"Documentaries, LGBTQ Movies","For decades, a nice Jewish couple ran Circus of Books, a porn shop and epicenter for gay LA. Their director daughter documents their life and times."
s2654,Movie,The Plagues of Breslau,Patryk Vega,"Małgorzata Kożuchowska, Daria Widawska, Katarzyna Bujakiewicz, Maria Dejmek, Andrzej Grabowski, Ewa Kasprzyk, Jacek Beler, Wojciech Kalinowski, Igor Kujawski, Iwona Bielska, Tomasz Oświeciński",Poland,"April 22, 2020",2018,TV-MA,94 min,"International Movies, Thrillers","After a body is found sewn inside a cow hide, a Wrocław detective discovers a killer is recreating an 18th-century ""plague"" of criminal punishments."
s2655,Movie,The Set Up,Niyi Akinmolayan,"Adesua Etomi, Jim Iyke, Dakore Akande, Marie Humbert, Ayoola Ayolola, Tina Mba, Joke Silva, Kehinde Bankole",Nigeria,"April 22, 2020",2019,TV-MA,105 min,"Dramas, International Movies",Manipulation and personal vendettas collide when a con artist hires a young woman to assist with his scheme to marry a wealthy heiress.
s2656,Movie,The Silence of the Marsh,Marc Vigil,"Pedro Alonso, Nacho Fresneda, Carmina Barrios, José Ángel Egido, Àlex Monner, Raúl Prieto, Maite Sandoval, Javier Godino, Luis Zahera, Miguel de Lira",Spain,"April 22, 2020",2019,TV-MA,93 min,"International Movies, Thrillers","While researching corruption for his new book, a successful crime novelist shades the line between fiction and reality."
s2657,Movie,The Willoughbys,Kris Pearn,"Will Forte, Maya Rudolph, Ricky Gervais, Alessia Cara, Terry Crews, Jane Krakowski, Martin Short, Seán Cullen","Canada, United States, United Kingdom","April 22, 2020",2020,PG,92 min,"Children & Family Movies, Comedies",Four siblings with horribly selfish parents hatch a plan to get rid of them for good and form a perfectly imperfect family of their own.
s2658,TV Show,Win the Wilderness,,,United Kingdom,"April 22, 2020",2020,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV","Six couples compete to prove they've got the survival skills to win the deed to an extraordinary home deep in the vast, rugged wilderness of Alaska."
s2659,TV Show,Bleach,,"Masakazu Morita, Fumiko Orikasa, Yuki Matsuoka, Noriaki Sugiyama, Hiroki Yasumoto, Kentaro Ito, Ryotaro Okiayu",Japan,"April 21, 2020",2006,TV-14,5 Seasons,"Anime Series, International TV Shows","After teenager Ichigo Kurosaki acquires superpowers from wounded soul reaper Rukia Kuchiki, the two of them join forces to round up lost souls."
s2660,TV Show,Middleditch & Schwartz,Ryan Polito,"Thomas Middleditch, Ben Schwartz",United States,"April 21, 2020",2020,TV-MA,1 Season,TV Comedies,Comedy duo Thomas Middleditch and Ben Schwartz turn small ideas into epically funny stories in this series of completely improvised comedy specials.
s2661,TV Show,Nicky Jam: El Ganador,,"Nicky Jam, Diego Cadavid, Ana Lucia Dominguez, Darkiel, Osvaldo Friger, Jarlin Javier Martinez, Luis Rivera, Nestor Rodulfo, Luis Gonzaga","Puerto Rico, United States, Colombia","April 21, 2020",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Follow reggaeton artist Nicky Jam's struggles to overcome drug addiction and rise to international success in this dramatization of his life story.
s2662,TV Show,Cooked with Cannabis,,"Kelis, Leather Storrs",United States,"April 20, 2020",2020,TV-MA,1 Season,Reality TV,"Chefs compete to get the hosts and special guests high on elevated cannabis cuisine with their artful use of leafy herb, THC infusions and CBD sauces."
s2663,TV Show,The Midnight Gospel,,"Duncan Trussell, Phil Hendrie, Drew Pinsky, Joey Diaz, Natasha Leggero, Johnny Pemberton, Christina Pazsitzky, Anne Lamott, Damien Echols, Trudy Goodman, Maria Bamford, Pauly Shore, Doug Lussenhop, David Nichtern, Steve Little, Caitlin Doughty, Stephen Root",United States,"April 20, 2020",2020,TV-MA,1 Season,TV Comedies,"Traversing trippy worlds inside his universe simulator, a space caster explores existential questions about life, death and everything in between."
s2664,Movie,Varane Avashyamund,Anoop Sathyan,"Shobana, Suresh Gopi, Dulquer Salmaan, Kalyani Priyadarshan, K.P.A.C. Lalitha, Sarvajith Santosh Sivan, Urvashi, Johny Antony, Lalu Alex, Lal Jose",India,"April 20, 2020",2020,TV-14,144 min,"Comedies, Dramas, International Movies","At an apartment complex, the lives of a mother, a daughter seeking an arranged marriage, a military retiree and a young man become intertwined."
s2665,TV Show,ChuChu TV Nursery Rhymes & Kids Songs (Hindi),,,India,"April 18, 2020",2019,TV-Y,1 Season,Kids' TV,This educational series for tiny tots features a toe-tapping spin on nursery rhymes with upbeat tunes and a diverse set of easy-to-follow lessons.
s2666,TV Show,The King: Eternal Monarch,,"Lee Min-ho, Kim Go-eun, Woo Do‑hwan, Kim Kyung-nam, Jung Eun-chae, Lee Jung-jin, Kim Young-ok",South Korea,"April 18, 2020",2020,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective."
s2667,TV Show,#blackAF,,"Kenya Barris, Rashida Jones, Iman Benson, Genneya Walton, Scarlet Spencer, Justin Claiborne, Ravi Cabot-Conyers",United States,"April 17, 2020",2020,TV-MA,1 Season,TV Comedies,"Kenya Barris and his family navigate relationships, race and culture while grappling with their newfound success in this comedy series."
s2668,Movie,Babamın Ceketi,Müfit Can Saçıntı,"Müfit Can Saçıntı, Mert Turak, Ünal Yeter, Elif Nur Kerkük, Uğur Demirpehlivan, Ayşen Gruda, Erkan Can, Banu Manioğlu",Turkey,"April 17, 2020",2018,TV-MA,101 min,"Comedies, International Movies","Facing pressure to marry immediately, an unemployed man must find a way to pay for a wedding by any means necessary."
s2669,Movie,Earth and Blood,Julien Leclercq,"Sami Bouajila, Eriq Ebouaney, Samy Seghir, Sofia Lesaffre","France, Belgium","April 17, 2020",2020,TV-MA,81 min,"Dramas, International Movies, Thrillers",A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.
s2670,TV Show,El Dragón: Return of a Warrior,,"Sebastián Rulli, Renata Notni, Roberto Mateos, Irina Baeva, Cassandra Sánchez Navarro, Manuel Balbi, Javier Gómez, Alejandro Ávila, Sofía Castro, Juan Pablo Gil",Mexico,"April 17, 2020",2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","To replace his grandfather as head of a cartel, a Tokyo financier returns to his home country of Mexico, where he must battle two rivals for control."
s2671,TV Show,Hasmukh,,"Vir Das, Ranvir Shorey, Manoj Pahwa, Ravi Kishan, Raza Murad, Inaamulhaq, Suhail Nayyar, Amrita Bagchi",India,"April 17, 2020",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies","A timid, small-town comedian's long-awaited big break takes a dark turn when he realizes committing murder is the only way to keep his onstage mojo."
s2672,Movie,Rising High,Cüneyt Kaya,"David Kross, Frederick Lau, Janina Uhse, Anne Schäfer, Sophia Thomalla",Germany,"April 17, 2020",2020,TV-MA,95 min,"Dramas, International Movies","Ready to do anything to get rich, a young man upends the Berlin property market with his shady pal, till the good times threaten to destroy it all."
s2673,Movie,Sergio,Greg Barker,"Wagner Moura, Ana de Armas, Brían F. O'Byrne, Clemens Schick, Bradley Whitford",United States,"April 17, 2020",2020,R,119 min,"Dramas, Independent Movies","Passions, ideals and bitter realities collide as charismatic UN diplomat Sergio Vieira de Mello becomes trapped in a life-threatening situation in Iraq."
s2674,Movie,The Legacy of the Bones,Fernando González Molina,"Marta Etura, Carlos Librado ""Nene"", Leonardo Sbaraglia, Francesc Orella, Imanol Arias, Benn Northover, Itziar Aizpuru, Patricia López Arnaiz, Alicia Sánchez, Eduardo Rosa","Spain, Germany","April 17, 2020",2019,TV-MA,121 min,"International Movies, Thrillers","A year after solving a series of murders, detective Amaia is faced with a related mystery in the Baztán Valley that ends up hitting very close to home."
s2675,Movie,Alelí,Leticia Jorge Romero,"Néstor Guzzini, Mirella Pascual, Cristina Morán, Romina Peluffo, Laila Reyes Silberberg, Pablo Tate, Gerónimo Pizzanelli, Georgina Yankelevich, Julio Icasuriaga, Carla Moscatelli","Uruguay, Argentina","April 16, 2020",2019,TV-MA,88 min,"Comedies, Dramas, International Movies","Mourning their father's death, a dysfunctional trio of siblings must face selling their beloved childhood beach house — and dealing with each other."
s2676,TV Show,Fary : Hexagone,"Adrien Lagier, Ousmane Ly",Fary,France,"April 16, 2020",2020,TV-MA,2 Seasons,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","French comedy phenom Fary puts a playful spin on questions of identity, culture and more in the first half of an epic two-part stand-up special."
s2677,TV Show,Fauda,,"Lior Raz, Hisham Suliman, Shadi Mar'i, Laëtitia Eïdo, Tsahi Halevi, Yuval Segal, Neta Garty, Tomer Kapon, Itzik Cohen, Rona-Lee Shim'on, Boaz Konforty, Doron Ben-David",Israel,"April 16, 2020",2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure","A top Israeli agent comes out of retirement to hunt for a Palestinian militant he thought he'd killed, setting a chaotic chain of events into motion."
s2678,Movie,"Hail, Caesar!","Ethan Coen, Joel Coen","Josh Brolin, George Clooney, Scarlett Johansson, Alden Ehrenreich, Ralph Fiennes, Tilda Swinton, Channing Tatum, Frances McDormand, Jonah Hill, Veronica Osorio, Heather Goldenhersh, Alison Pill","United States, United Kingdom, Japan","April 16, 2020",2016,PG-13,106 min,Comedies,"When a major star is kidnapped from a movie set, a hard-charging but overwhelmed studio boss sets out to find the actor and save the film."
s2679,Movie,Jem and the Holograms,Jon M. Chu,"Aubrey Peeples, Stefanie Scott, Hayley Kiyoko, Aurora Perrineau, Juliette Lewis, Molly Ringwald, Ryan Guzman, Nathan Moore, Barnaby Carpenter, Nicholas Braun",United States,"April 16, 2020",2015,PG,119 min,"Children & Family Movies, Dramas, Music & Musicals","After becoming an overnight star via the internet, teenage rocker Jem and her sisters journey to LA, where fame, fun and a family mystery await."
s2680,Movie,Maurício Meirelles: Generating Chaos,Diego Pignataro,Maurício Meirelles,Brazil,"April 16, 2020",2020,TV-MA,63 min,Stand-Up Comedy,"Comedian Maurício Meirelles explores his chaotic mind with scathingly funny views on family, prejudices, turtles and more in this stand-up special."
s2681,Movie,Puerto Ricans in Paris,Ian Edelman,"Luis Guzmán, Edgar Garcia, Alice Taglioni, Rosie Perez, Miriam Shor, Frédéric Anscombre, Rosario Dawson, Julie Ferrier, Michaël Cohen, Ravi Patel",United States,"April 16, 2020",2015,R,82 min,Comedies,New York police detectives Luis and Eddie experience culture shock and adventure when they head to Paris to track down a stolen couture handbag.
s2682,Movie,Stunt School,Ali Yorgancıoğlu,"Aslı İnandık, Toygan Avanoğlu, Tuna Orhan, Caner Özyurtlu, Melis İşiten, Aslı Turanlı, Ahmet Olgun Sünear, Seda Türkmen, Ayten Uncuoğlu",Turkey,"April 16, 2020",2019,TV-G,95 min,"Children & Family Movies, Comedies, International Movies",An aspiring actress is admitted to a prestigious conservatory but must pay her tuition by working as a performer for an unusual company.
s2683,Movie,For the Broken Hearted,Digo Ricio,"Yassi Pressman, Sam Concepcion, Louise De Los Reyes, Shy Carlos, Marco Gumabao, Katya Santos, Andrea Del Rosario, Lander Vera Perez, Christopher Roxas",Philippines,"April 15, 2020",2018,TV-14,93 min,"Dramas, International Movies, Romantic Movies","In three interwoven stories, love ends up in limbo as romantic partners navigate bliss, loss, failures and feelings while trying to make happiness last."
s2684,Movie,Mischief,Emcy Joseph,"Suraj Venjaramoodu, Soubin Shahir, Surabhi Lakshmi, Vincy Aloshious, Gracy Soudi, Mammukoya, Jaffer Idukki, Baburaj, Sudhi Koppa, Irshad",India,"April 15, 2020",2019,TV-PG,120 min,"Comedies, Dramas, Independent Movies","Mistaking the sleeping passenger on his train for a drunk, a young man posts a picture of him online, unaware of his impulsive act's ugly repercussions."
s2685,TV Show,The Innocence Files,,,United States,"April 15, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries","The Innocence Project unravels missteps and deceit in a series of wrongful convictions, exposing the injustice inflicted on victims and the accused."
